1.000000000000000000e+00 1.363767206713557278e-01 8.723494049017342308e-03
1.105263157894736725e+00 8.989633857609534429e-02 4.624781633361861773e-03
1.210526315789473673e+00 1.051340530214637664e-01 5.128640150045252546e-03
1.315789473684210620e+00 1.544786301927613958e-01 6.987384402326211538e-03
1.421052631578947345e+00 2.021052694491030088e-01 9.531044722165886787e-03
1.526315789473684070e+00 2.509088107356524655e-01 1.199228948267233932e-02
1.631578947368421018e+00 3.280041533776054674e-01 1.496941291025808557e-02
1.736842105263157965e+00 4.108436666334024934e-01 1.815352123707199283e-02
1.842105263157894690e+00 5.512182891665113882e-01 2.543853536182128991e-02
1.947368421052631415e+00 7.085922194366346405e-01 3.076264592775115186e-02
2.052631578947368141e+00 7.521013035365367028e-01 3.389835296799940251e-02
2.157894736842105310e+00 1.062103071143214450e+00 4.832576670976142241e-02
2.263157894736842035e+00 1.236791866804541451e+00 5.746409668557810047e-02
2.368421052631578760e+00 9.979282606601800332e-01 4.640144873154652266e-02
2.473684210526315930e+00 8.852171764116462116e-01 4.042997140891482072e-02
2.578947368421052655e+00 6.932480163708898413e-01 3.284278523817525663e-02
2.684210526315789380e+00 6.029475968364490512e-01 2.590532951219588417e-02
2.789473684210526105e+00 4.641904769765765049e-01 2.124590314435668287e-02
2.894736842105262831e+00 4.558096803553948195e-01 2.057129086831846129e-02
3.000000000000000000e+00 3.860775834482784163e-01 1.856725386696453026e-02
