1.000000000000000000e+00 1.343503309413790828e-03 6.931615218125308472e-05
1.105263157894736725e+00 3.296211526134894612e-03 1.603029787598171153e-04
1.210526315789473673e+00 6.743589605779752236e-03 3.427361506359821557e-04
1.315789473684210620e+00 1.077039333990216161e-02 5.664883609482701619e-04
1.421052631578947345e+00 1.832531321697213403e-02 1.011202064241643580e-03
1.526315789473684070e+00 3.020477152028731849e-02 1.844748359685229088e-03
1.631578947368421018e+00 5.094916614811988154e-02 2.453122463270707241e-03
1.736842105263157965e+00 7.644411953387385272e-02 4.157630462712925967e-03
1.842105263157894690e+00 1.457018805648706006e-01 7.555046465492768620e-03
1.947368421052631415e+00 2.707168924243164576e-01 1.607377921283329250e-02
2.052631578947368141e+00 5.859937140493439722e-01 3.147612731098488326e-02
2.157894736842105310e+00 1.900732117052457815e+00 1.088201339600909368e-01
2.263157894736842035e+00 1.323447317553791258e+01 8.117136662613070319e-01
2.368421052631578760e+00 2.355766994971879313e+01 9.811306390205477568e-01
2.473684210526315930e+00 1.517899001040357554e+01 6.785578093435415958e-01
2.578947368421052655e+00 6.047450176785229559e+00 2.966739906858631981e-01
2.684210526315789380e+00 3.463017848062464044e+00 1.585716905018713097e-01
2.789473684210526105e+00 2.397576460110377283e+00 1.249455176607850021e-01
2.894736842105262831e+00 1.650326736009888329e+00 8.382810475553635621e-02
3.000000000000000000e+00 1.569102226547975931e+00 9.128165704575931516e-02
