1.000000000000000000e+00 2.026832099407911356e-02 9.725120824406231507e-04
1.105263157894736725e+00 4.285184743868319240e-02 2.111955709261747853e-03
1.210526315789473673e+00 7.735328694560296425e-02 3.755884070054787190e-03
1.315789473684210620e+00 1.043403729273700564e-01 4.970964085555331508e-03
1.421052631578947345e+00 1.549262251221103504e-01 8.183331172352762556e-03
1.526315789473684070e+00 1.953335072547569551e-01 9.466301299370294062e-03
1.631578947368421018e+00 2.851158800678078586e-01 1.255547262853376131e-02
1.736842105263157965e+00 3.357498004594863250e-01 1.618152593208033174e-02
1.842105263157894690e+00 5.125233973476729377e-01 2.412330892071427868e-02
1.947368421052631415e+00 6.238229502406431592e-01 2.710639076358236504e-02
2.052631578947368141e+00 8.516798386539063959e-01 3.861388477994211199e-02
2.157894736842105310e+00 1.175346422260095114e+00 5.074688630097440312e-02
2.263157894736842035e+00 1.686169124875280589e+00 7.997417195679841495e-02
2.368421052631578760e+00 1.268082178713307862e+00 5.601326260304195087e-02
2.473684210526315930e+00 9.558963248995339113e-01 4.128729350575489898e-02
2.578947368421052655e+00 6.574329540853643961e-01 2.863136669920842911e-02
2.684210526315789380e+00 5.687074871130631815e-01 2.505988224766269451e-02
2.789473684210526105e+00 5.831661196756600107e-01 2.574639255372817431e-02
2.894736842105262831e+00 4.646865329674066403e-01 2.096936226298306422e-02
3.000000000000000000e+00 4.207987918785877079e-01 1.950487937028634253e-02
