1.000000000000000000e+00 -4.993108190091001234e+03
1.105263157894736725e+00 -4.984097067745196910e+03
1.210526315789473673e+00 -4.969391304347826008e+03
1.315789473684210620e+00 -4.947393326592517951e+03
1.421052631578947345e+00 -4.912647118301314549e+03
1.526315789473684070e+00 -4.865367037411527235e+03
1.631578947368421018e+00 -4.799542972699696293e+03
1.736842105263157965e+00 -4.714588473205258197e+03
1.842105263157894690e+00 -4.601544994944388236e+03
1.947368421052631415e+00 -4.450746208291203402e+03
2.052631578947368141e+00 -4.258370070778563786e+03
2.157894736842105310e+00 -4.000703741152679413e+03
2.263157894736842035e+00 -3.617500505561172758e+03
2.368421052631578760e+00 -3.099041456016178017e+03
2.473684210526315930e+00 -2.836695652173913004e+03
2.578947368421052655e+00 -2.616521739130434980e+03
2.684210526315789380e+00 -2.434281092012133286e+03
2.789473684210526105e+00 -2.282224469160768422e+03
2.894736842105262831e+00 -2.151720930232558203e+03
3.000000000000000000e+00 -2.038511627906976855e+03
